\N	\N	1
1	\N	19
1	132.0	2
1	145.0	1
1	151.0	3
1	151.8	1
1	153.0	3
1	153.03	1
1	154.0	2
1	154.3	1
1	154.5	1
1	154.9	2
1	155.0	4
1	156.0	4
1	156.2	3
1	156.5	1
1	157.0	10
1	157.48	1
1	157.5	1
1	157.6	1
1	158.0	3
1	158.1	2
1	158.11	1
1	158.5	2
1	158.8	1
1	159.0	7
1	159.5	4
1	160.0	9
1	160.5	3
1	160.655	1
1	160.7	1
1	161.0	12
1	161.29	2
1	161.3	1
1	161.5	6
1	161.8	2
1	161.9	2
1	161.925	4
1	162.0	13
1	162.1	2
1	162.3	2
1	162.5	4
1	162.56	4
1	162.6	3
1	162.7	1
1	162.8	2
1	163.0	27
1	163.19	1
1	163.195	1
1	163.2	5
1	163.3	2
1	163.4	2
1	163.5	5
1	163.8	3
1	163.83	2
1	164.0	31
1	164.465	1
1	164.5	10
1	165.0	60
1	165.1	19
1	165.2	1
1	165.3	3
1	165.4	2
1	165.5	4
1	165.6	2
1	165.7	14
1	165.735	12
1	165.8	2
1	166.0	52
1	166.2	1
1	166.37	5
1	166.4	5
1	166.5	11
1	166.6	1
1	166.7	2
1	166.8	1
1	166.9	3
1	167.0	73
1	167.005	5
1	167.1	2
1	167.4	2
1	167.5	9
1	167.6	14
1	167.64	13
1	167.7	1
1	167.8	3
1	167.9	2
1	168.0	78
1	168.27	3
1	168.275	8
1	168.3	7
1	168.4	1
1	168.5	11
1	168.6	2
1	168.8	1
1	168.9	3
1	168.91	11
1	169.0	90
1	169.1	1
1	169.2	3
1	169.3	5
1	169.4	1
1	169.5	10
1	169.54	1
1	169.545	5
1	169.6	4
1	169.8	5
1	170.0	141
1	170.1	2
1	170.18	12
1	170.2	18
1	170.3	3
1	170.4	3
1	170.5	9
1	170.8	8
1	170.81	2
1	170.815	7
1	171.0	111
1	171.1	1
1	171.2	7
1	171.3	2
1	171.4	1
1	171.45	19
1	171.5	16
1	171.7	1
1	171.8	2
1	172.0	85
1	172.085	10
1	172.1	6
1	172.2	2
1	172.3	2
1	172.4	5
1	172.5	17
1	172.6	7
1	172.7	19
1	172.72	19
1	172.8	5
1	172.9	1
1	173.0	146
1	173.1	5
1	173.2	1
1	173.3	3
1	173.35	3
1	173.355	14
1	173.4	7
1	173.5	14
1	173.6	2
1	173.7	1
1	173.8	1
1	173.99	16
1	174.0	151
1	174.1	1
1	174.2	4
1	174.3	1
1	174.5	12
1	174.6	6
1	174.62	4
1	174.625	7
1	174.7	5
1	174.8	2
1	174.9	5
1	175.0	159
1	175.1	2
1	175.2	5
1	175.26	15
1	175.3	18
1	175.4	2
1	175.5	11
1	175.6	6
1	175.7	6
1	175.8	5
1	175.895	10
1	175.9	5
1	176.0	109
1	176.4	4
1	176.5	28
1	176.53	17
1	176.6	2
1	176.7	3
1	176.8	6
1	176.9	2
1	177.0	134
1	177.1	5
1	177.165	8
1	177.2	4
1	177.5	13
1	177.7	2
1	177.8	42
1	178.0	171
1	178.2	3
1	178.3	3
1	178.4	6
1	178.43	2
1	178.435	7
1	178.5	2
1	178.68	1
1	178.7	4
1	178.8	2
1	179.0	108
1	179.07	9
1	179.1	7
1	179.3	2
1	179.4	1
1	179.5	6
1	179.6	3
1	179.7	6
1	179.705	6
1	179.8	1
1	180.0	147
1	180.1	3
1	180.2	7
1	180.3	13
1	180.34	10
1	180.4	5
1	180.5	11
1	180.6	1
1	180.7	3
1	180.8	1
1	180.97	2
1	180.975	8
1	181.0	70
1	181.2	1
1	181.3	3
1	181.4	5
1	181.5	4
1	181.6	3
1	181.61	6
1	181.8	2
1	181.9	1
1	182.0	67
1	182.1	2
1	182.2	3
1	182.24	1
1	182.245	3
1	182.3	2
1	182.4	3
1	182.5	5
1	182.7	2
1	182.8	9
1	182.88	8
1	182.9	5
1	183.0	114
1	183.1	4
1	183.2	2
1	183.3	1
1	183.4	2
1	183.5	1
1	183.51	2
1	183.515	2
1	183.8	4
1	184.0	56
1	184.1	2
1	184.15	7
1	184.2	3
1	184.3	1
1	184.5	3
1	184.785	2
1	184.8	2
1	185.0	55
1	185.3	5
1	185.4	3
1	185.42	9
1	185.5	5
1	185.6	2
1	185.7	2
1	186.0	35
1	186.1	3
1	186.69	7
1	187.0	35
1	187.2	2
1	187.3	1
1	187.325	1
1	187.5	2
1	187.9	2
1	187.96	2
1	188.0	99
1	188.4	2
1	189.1	4
1	189.2	2
1	189.8	2
1	190.5	2
2	\N	27
2	145.0	28
2	145.2	1
2	145.4	3
2	145.415	1
2	145.5	2
2	146.0	4
2	147.0	19
2	147.3	4
2	147.4	1
2	147.5	8
2	147.6	1
2	147.9	1
2	148.0	16
2	148.5	5
2	148.59	2
2	148.6	5
2	149.0	14
2	149.225	1
2	149.5	9
2	149.86	4
2	149.9	5
2	150.0	46
2	150.1	1
2	150.3	1
2	150.495	3
2	150.5	13
2	150.6	1
2	150.8	1
2	151.0	43
2	151.1	2
2	151.13	4
2	151.2	4
2	151.4	1
2	151.5	7
2	151.6	1
2	151.765	1
2	151.8	6
2	152.0	60
2	152.4	16
2	152.5	19
2	152.6	1
2	153.0	55
2	153.035	4
2	153.1	2
2	153.2	1
2	153.4	1
2	153.5	6
2	153.67	6
2	153.7	5
2	153.8	1
2	154.0	68
2	154.1	1
2	154.2	1
2	154.3	8
2	154.305	8
2	154.4	1
2	154.5	5
2	154.7	3
2	154.8	1
2	154.9	10
2	154.94	3
2	155.0	111
2	155.1	1
2	155.4	4
2	155.5	14
2	155.575	5
2	155.6	3
2	155.9	1
2	156.0	107
2	156.2	13
2	156.21	14
2	156.3	1
2	156.5	15
2	156.7	2
2	156.8	13
2	156.84	1
2	156.845	6
2	157.0	165
2	157.2	2
2	157.3	2
2	157.48	16
2	157.5	27
2	157.6	3
2	157.7	2
2	157.8	1
2	158.0	126
2	158.1	12
2	158.11	2
2	158.115	13
2	158.2	5
2	158.4	1
2	158.5	8
2	158.7	3
2	158.75	17
2	158.8	7
2	158.9	2
2	159.0	117
2	159.1	1
2	159.2	2
2	159.3	4
2	159.38	1
2	159.385	8
2	159.4	7
2	159.5	10
2	159.6	2
2	159.8	3
2	160.0	219
2	160.02	12
2	160.2	3
2	160.3	2
2	160.5	6
2	160.655	10
2	160.7	8
2	160.8	2
2	161.0	158
2	161.2	2
2	161.29	12
2	161.3	14
2	161.4	3
2	161.5	12
2	161.6	1
2	161.8	1
2	161.9	7
2	161.925	2
2	162.0	168
2	162.2	3
2	162.3	1
2	162.4	1
2	162.5	16
2	162.56	14
2	162.6	4
2	162.7	1
2	162.8	2
2	162.9	1
2	163.0	238
2	163.195	14
2	163.2	6
2	163.3	1
2	163.4	1
2	163.5	13
2	163.8	12
2	163.83	20
2	163.9	1
2	164.0	199
2	164.1	1
2	164.2	3
2	164.4	1
2	164.465	10
2	164.5	12
2	164.7	2
2	164.9	1
2	165.0	200
2	165.1	21
2	165.3	1
2	165.5	4
2	165.7	8
2	165.735	9
2	165.8	1
2	166.0	201
2	166.1	1
2	166.3	2
2	166.37	11
2	166.4	6
2	166.5	4
2	167.0	204
2	167.005	7
2	167.2	1
2	167.5	7
2	167.6	1
2	167.64	11
2	167.8	4
2	167.94	1
2	168.0	244
2	168.275	11
2	168.3	2
2	168.5	5
2	168.9	3
2	168.91	5
2	169.0	190
2	169.2	1
2	169.5	5
2	169.545	7
2	169.9	1
2	170.0	260
2	170.18	5
2	170.2	5
2	170.8	2
2	170.815	2
2	171.0	196
2	171.45	5
2	171.5	1
2	172.0	190
2	172.085	1
2	172.1	2
2	172.2	1
2	172.7	1
2	172.72	1
2	173.0	197
2	173.355	2
2	173.4	1
2	173.5	2
2	173.99	3
2	174.0	210
2	174.3	1
2	175.0	198
2	175.26	1
2	175.3	3
2	175.5	1
2	176.0	159
2	176.1	1
2	176.53	1
2	177.0	155
2	177.8	1
2	178.0	159
2	178.5	1
2	179.0	129
2	180.0	103
2	181.0	92
2	182.0	74
2	183.0	72
2	184.0	59
2	185.0	42
2	186.0	43
2	187.0	22
2	188.0	18
2	189.0	15
2	190.0	11
2	191.0	7
2	192.0	9
2	193.0	2
2	194.0	3
2	195.0	1
2	196.0	1
2	197.0	1
